,Unnamed: 0,checking?,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
643,643,,3_NO2_C6H4_SO2_NH_CO_C6H4_3_Cl,no matches,-,-,MeCN,CC#N,14.55,pKa_values_of_acids_in_acetonitrile.pdf
644,644,,4_NO2_C6H4_SO2_NH_CO_C6H4_3_Cl,no matches,-,-,MeCN,CC#N,14.43,pKa_values_of_acids_in_acetonitrile.pdf
645,645,,"2-chloro-4,6-dinitroPhenol",C1=C(C=C(C(=C1[N+](=O)[O-])O)Cl)[N+](=O)[O-],946-31-6,"2-chloro-4,6-dinitrophenol",MeCN,CC#N,14.23,pKa_values_of_acids_in_acetonitrile.pdf
646,646,,[9_Phenanthrene]_BPA_[H8],no matches,-,-,MeCN,CC#N,13.97,pKa_values_of_acids_in_acetonitrile.pdf
647,647,,4_Me_C6F4_CH(CN)2,no matches,-,-,MeCN,CC#N,13.87,pKa_values_of_acids_in_acetonitrile.pdf
648,648,,"[2,4,6_i_Pr3_C6H2]_BPA",no matches,-,-,MeCN,CC#N,13.63,pKa_values_of_acids_in_acetonitrile.pdf
649,649,,"RR_3,5_(CF3)2_Ph_CXCC_Br4_benzoic acid",no matches,-,-,MeCN,CC#N,13.55,pKa_values_of_acids_in_acetonitrile.pdf
650,650,,(4_NC5F4)2CHCN,no matches,-,-,MeCN,CC#N,13.47,pKa_values_of_acids_in_acetonitrile.pdf
651,651,,"2,3,4,5,6_(CF3)5_C6_CH(CN)COOEt",no matches,-,-,MeCN,CC#N,13.41,pKa_values_of_acids_in_acetonitrile.pdf
652,652,,[9_Phenanthrene]_BPA,no matches,-,-,MeCN,CC#N,13.32,pKa_values_of_acids_in_acetonitrile.pdf
653,653,,C6F5_CH(CN)2,no matches,-,-,MeCN,CC#N,13.01,pKa_values_of_acids_in_acetonitrile.pdf
654,654,,4_H_C6F4_CH(CN)2,no matches,-,-,MeCN,CC#N,12.98,pKa_values_of_acids_in_acetonitrile.pdf
655,655,,[Ph]_BPA,no matches,-,-,MeCN,CC#N,12.73,pKa_values_of_acids_in_acetonitrile.pdf
656,656,,3_CF3_4_NO2_Ph_CACC_Br4_benzoic acid,no matches,-,-,MeCN,CC#N,12.69,pKa_values_of_acids_in_acetonitrile.pdf
657,657,,[4_F_C6H4]_BPA,no matches,-,-,MeCN,CC#N,12.46,pKa_values_of_acids_in_acetonitrile.pdf
658,658,,"3,5_(CF3)2_Ph_CACC_Br4_benzoic acid",no matches,-,-,MeCN,CC#N,12.4,pKa_values_of_acids_in_acetonitrile.pdf
659,659,,2_C10F7_CH(CN)2,no matches,-,-,MeCN,CC#N,12.23,pKa_values_of_acids_in_acetonitrile.pdf
660,660,,Tos2NH,no matches,-,-,MeCN,CC#N,11.97,pKa_values_of_acids_in_acetonitrile.pdf
661,661,,Ph_SO2_NH_SO2_Me,no matches,-,-,MeCN,CC#N,11.89,pKa_values_of_acids_in_acetonitrile.pdf
662,662,,"RS_3,5_(CF3)2_Ph_CXCC_Br4_benzoic acid",no matches,-,-,MeCN,CC#N,11.8,pKa_values_of_acids_in_acetonitrile.pdf
663,663,,4_NO2_C6H4_CH(CN)2,no matches,-,-,MeCN,CC#N,11.61,pKa_values_of_acids_in_acetonitrile.pdf
664,664,,4_MeO_C6H4_CO_NH_Tf,no matches,-,-,MeCN,CC#N,11.6,pKa_values_of_acids_in_acetonitrile.pdf
665,665,,C6F5_NH_Tf,no matches,-,-,MeCN,CC#N,11.48,pKa_values_of_acids_in_acetonitrile.pdf
666,666,,4_Me_C6H4_CO_NH_Tf,no matches,-,-,MeCN,CC#N,11.46,pKa_values_of_acids_in_acetonitrile.pdf
667,667,,(C6H5_SO2)2NH,no matches,-,-,MeCN,CC#N,11.35,pKa_values_of_acids_in_acetonitrile.pdf
668,668,,4_MeO_C6H4_SO2_NH_SO2_C6H4_4_Cl,no matches,-,-,MeCN,CC#N,11.29,pKa_values_of_acids_in_acetonitrile.pdf
669,669,,C6F5_NH_SO2_C4F9,no matches,-,-,MeCN,CC#N,11.25,pKa_values_of_acids_in_acetonitrile.pdf
670,670,,C6F5_NH_SO2_C8F17,no matches,-,-,MeCN,CC#N,11.19,pKa_values_of_acids_in_acetonitrile.pdf
671,671,,4_Cl_C6H4_SO2_NH_Tos,no matches,-,-,MeCN,CC#N,11.1,pKa_values_of_acids_in_acetonitrile.pdf
672,672,,C6H5_CO_NH_Tf,no matches,-,-,MeCN,CC#N,11.07,pKa_values_of_acids_in_acetonitrile.pdf
673,673,,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",MeCN,CC#N,11.0,pKa_values_of_acids_in_acetonitrile.pdf
674,674,,5-nitroBarbituric acid,C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],480-68-2,"5-nitro-1,3-diazinane-2,4,6-trione",MeCN,CC#N,10.72,pKa_values_of_acids_in_acetonitrile.pdf
675,675,,4_F_C6H4_CO_NH_Tf,no matches,-,-,MeCN,CC#N,10.65,pKa_values_of_acids_in_acetonitrile.pdf
676,676,,"(2,4,6_(NO2)3_C6H2)2NH",no matches,-,-,MeCN,CC#N,10.54,pKa_values_of_acids_in_acetonitrile.pdf
677,677,T,pentakis(trifluoromethyl)Phenol,C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",MeCN,CC#N,10.46,pKa_values_of_acids_in_acetonitrile.pdf
678,678,,"2,3,4,6_(CF3)4_C6H_CH(CN)2",no matches,-,-,MeCN,CC#N,10.42,pKa_values_of_acids_in_acetonitrile.pdf
679,679,,4_Cl_C6H4_CO_NH_Tf,no matches,-,-,MeCN,CC#N,10.35,pKa_values_of_acids_in_acetonitrile.pdf
680,680,,HCl,Cl,16887-00-6,chloride,MeCN,CC#N,10.3,pKa_values_of_acids_in_acetonitrile.pdf
681,681,,4_MeO_C6H4_SO2_NH_SO2_C6H4_4_NO2,no matches,-,-,MeCN,CC#N,10.29,pKa_values_of_acids_in_acetonitrile.pdf
682,682,,(4_Cl_C6H4_SO2)2NH,no matches,-,-,MeCN,CC#N,10.2,pKa_values_of_acids_in_acetonitrile.pdf
683,683,,4_CF3_C6F4_CH(CN)2,no matches,-,-,MeCN,CC#N,10.19,pKa_values_of_acids_in_acetonitrile.pdf
684,684,,pentakis(trifluoromethyl)Thiophenol,no matches,-,-,MeCN,CC#N,10.12,pKa_values_of_acids_in_acetonitrile.pdf
685,685,,3_NO2_C6H4_SO2_NH_Tos,no matches,-,-,MeCN,CC#N,10.07,pKa_values_of_acids_in_acetonitrile.pdf
686,686,,4_NO2_C6H4_SO2_NH_Tos,no matches,-,-,MeCN,CC#N,10.04,pKa_values_of_acids_in_acetonitrile.pdf
687,687,,CH3SO3H,CS(=O)(=O)O,75-75-2,methanesulfonic acid,MeCN,CC#N,9.97,pKa_values_of_acids_in_acetonitrile.pdf
688,688,,4_Cl_3_NO2_C6H3_SO2_NH_Tos,no matches,-,-,MeCN,CC#N,9.68,pKa_values_of_acids_in_acetonitrile.pdf
689,689,,"2,4_(NO2)2_C6H3_CH(CN)2",no matches,-,-,MeCN,CC#N,9.58,pKa_values_of_acids_in_acetonitrile.pdf
690,690,,4_NO2_C6H4_CO_NH_Tf,no matches,-,-,MeCN,CC#N,9.49,pKa_values_of_acids_in_acetonitrile.pdf
691,691,,4_NO2_C6H4_SO2_NH_SO2_C6H4_4_Cl,no matches,-,-,MeCN,CC#N,9.17,pKa_values_of_acids_in_acetonitrile.pdf
692,692,,"2,3,4,5,6_(CF3)5_C6_CH(CN)2",no matches,-,-,MeCN,CC#N,8.88,pKa_values_of_acids_in_acetonitrile.pdf
693,693,,"[2,3,4,5,6_(CF3)5_C6]2NH",no matches,-,-,MeCN,CC#N,8.76,pKa_values_of_acids_in_acetonitrile.pdf
694,694,,4_Cl_3_NO2_C6H3_SO2_NH_SO2_C6H4_4_Cl,no matches,-,-,MeCN,CC#N,8.75,pKa_values_of_acids_in_acetonitrile.pdf
695,695,,TosOH,CC1=CC=C(C=C1)S(=O)(=O)O,104-15-4,4-methylbenzenesulfonic acid,MeCN,CC#N,8.5,pKa_values_of_acids_in_acetonitrile.pdf
696,696,,PhSO3H,C=CCOC(=O)CCC(C(=O)OCC=C)N.C1=CC=C(C=C1)S(=O)(=O)O,-,-,MeCN,CC#N,8.2,pKa_values_of_acids_in_acetonitrile.pdf
697,697,,(3_NO2_C6H4_SO2)2NH,no matches,-,-,MeCN,CC#N,8.16,pKa_values_of_acids_in_acetonitrile.pdf
698,698,,(4_NO2_C6H4_SO2)2NH,no matches,-,-,MeCN,CC#N,8.15,pKa_values_of_acids_in_acetonitrile.pdf
699,699,,"2,4,6_(SO2OCH2CF2CF2H)3_Phenol",no matches,-,-,MeCN,CC#N,8.14,pKa_values_of_acids_in_acetonitrile.pdf
700,700,,"2,4,6_(SO2OCH2CF3)3_Phenol",no matches,-,-,MeCN,CC#N,7.94,pKa_values_of_acids_in_acetonitrile.pdf
701,701,,1_C10H7_SO3H,no matches,-,-,MeCN,CC#N,7.9,pKa_values_of_acids_in_acetonitrile.pdf
702,702,,3_NO2_C6H4_SO2_NH_SO2_C6H3_3_NO2_4_Cl,no matches,-,-,MeCN,CC#N,7.84,pKa_values_of_acids_in_acetonitrile.pdf
703,703,,4_NO2_C6H4_SO2_NH_SO2_C6H3_3_NO2_4_Cl,no matches,-,-,MeCN,CC#N,7.82,pKa_values_of_acids_in_acetonitrile.pdf
704,704,,C6H5_CHTf2,no matches,-,-,MeCN,CC#N,7.73,pKa_values_of_acids_in_acetonitrile.pdf
705,705,,H2SO4,OS(=O)(=O)O,7664-93-9,sulfuric acid,MeCN,CC#N,7.6,pKa_values_of_acids_in_acetonitrile.pdf
706,706,,C6F5_SO2_NH_SO2_C6H4_4_Cl,no matches,-,-,MeCN,CC#N,7.55,pKa_values_of_acids_in_acetonitrile.pdf
707,707,,(4_Cl_3_NO2_C6H3_SO2)2NH,no matches,-,-,MeCN,CC#N,7.47,pKa_values_of_acids_in_acetonitrile.pdf
708,708,,Me_TCNP,no matches,-,-,MeCN,CC#N,7.36,pKa_values_of_acids_in_acetonitrile.pdf
709,709,,4_Cl_C6H4_SO3H,no matches,-,-,MeCN,CC#N,7.0,pKa_values_of_acids_in_acetonitrile.pdf
710,710,,[4_MeO_C6H4][CF3]_NTPA_[H8],no matches,-,-,MeCN,CC#N,6.83,pKa_values_of_acids_in_acetonitrile.pdf
711,711,,[Ph][C8F17]_NTPA_[H8],no matches,-,-,MeCN,CC#N,6.69,pKa_values_of_acids_in_acetonitrile.pdf
712,712,,[Ph][CF3]_NTPA_[H8],no matches,-,-,MeCN,CC#N,6.68,pKa_values_of_acids_in_acetonitrile.pdf
713,713,,C6F5_SO2_NH_SO2_C6H4_3_NO2,no matches,-,-,MeCN,CC#N,6.68,pKa_values_of_acids_in_acetonitrile.pdf
714,714,,[Ph][C4F9]_NTPA_[H8],no matches,-,-,MeCN,CC#N,6.65,pKa_values_of_acids_in_acetonitrile.pdf
715,715,,C6F5_SO2_NH_SO2_C6H4_4_NO2,no matches,-,-,MeCN,CC#N,6.6,pKa_values_of_acids_in_acetonitrile.pdf
716,716,,3_NO2_C6H4_SO3H,no matches,-,-,MeCN,CC#N,6.4,pKa_values_of_acids_in_acetonitrile.pdf
717,717,,[4_MeO_C6H4][CF3]_NTPA,no matches,-,-,MeCN,CC#N,6.35,pKa_values_of_acids_in_acetonitrile.pdf
718,718,,[Ph][CF3]_NTPA,no matches,-,-,MeCN,CC#N,6.33,pKa_values_of_acids_in_acetonitrile.pdf
719,719,,4_NO2_C6H4_SO3H,no matches,-,-,MeCN,CC#N,6.3,pKa_values_of_acids_in_acetonitrile.pdf
720,720,,[4_F_C6H4][CF3]_NTPA_[H8],no matches,-,-,MeCN,CC#N,6.22,pKa_values_of_acids_in_acetonitrile.pdf
721,721,,3_NO2_C6H4_SO2_CH(CN)2,no matches,-,-,MeCN,CC#N,6.16,pKa_values_of_acids_in_acetonitrile.pdf
722,722,,C6F5_SO2_NH_SO2_C6H3_3_NO2_4Cl,no matches,-,-,MeCN,CC#N,6.16,pKa_values_of_acids_in_acetonitrile.pdf
723,723,,4_MeO_C6H4_C(=NTf)_NH_Tf,no matches,-,-,MeCN,CC#N,6.05,pKa_values_of_acids_in_acetonitrile.pdf
724,724,,4_NO2_C6H4_SO2_CH(CN)2,no matches,-,-,MeCN,CC#N,6.01,pKa_values_of_acids_in_acetonitrile.pdf
725,725,,Tos_NH_Tf,no matches,-,-,MeCN,CC#N,5.82,pKa_values_of_acids_in_acetonitrile.pdf
726,726,,4_Me_C6H4_C(=NTf)_NH_Tf,no matches,-,-,MeCN,CC#N,5.82,pKa_values_of_acids_in_acetonitrile.pdf
727,727,,C6H5_C(=NTf)_NH_Tf,no matches,-,-,MeCN,CC#N,5.68,pKa_values_of_acids_in_acetonitrile.pdf
728,728,,H_TCNP,no matches,-,-,MeCN,CC#N,5.64,pKa_values_of_acids_in_acetonitrile.pdf
729,729,,C6H5_SO2_NH_Tf,no matches,-,-,MeCN,CC#N,5.52,pKa_values_of_acids_in_acetonitrile.pdf
730,730,T,HBr,Br,10035-10-6,bromane,MeCN,CC#N,5.4,pKa_values_of_acids_in_acetonitrile.pdf
731,731,,4_F_C6H4_C(=NTf)_NH_Tf,no matches,-,-,MeCN,CC#N,5.29,pKa_values_of_acids_in_acetonitrile.pdf
732,732,,"2,4,6_(SO2F)3_Phenol",no matches,-,-,MeCN,CC#N,5.22,pKa_values_of_acids_in_acetonitrile.pdf
733,733,,4_Cl_C6H4_C(=NTf)_NH_Tf,no matches,-,-,MeCN,CC#N,5.2,pKa_values_of_acids_in_acetonitrile.pdf
734,734,,(C6F5_SO2)2NH,no matches,-,-,MeCN,CC#N,5.08,pKa_values_of_acids_in_acetonitrile.pdf
735,735,,CH(CN)3,no matches,-,-,MeCN,CC#N,5.0,pKa_values_of_acids_in_acetonitrile.pdf
736,736,,4_Cl_C6H4_SO2_NH_Tf,no matches,-,-,MeCN,CC#N,4.98,pKa_values_of_acids_in_acetonitrile.pdf
737,737,,"[3,5_(CF3)2_C6H3]_JINGLE",no matches,-,-,MeCN,CC#N,4.97,pKa_values_of_acids_in_acetonitrile.pdf
738,738,,4_Cl_C6H4_SO(=NTf)_NH_Tos,no matches,-,-,MeCN,CC#N,4.78,pKa_values_of_acids_in_acetonitrile.pdf
739,739,,4_NO2_C6H4_C(=NTf)_NH_Tf,no matches,-,-,MeCN,CC#N,4.63,pKa_values_of_acids_in_acetonitrile.pdf
740,740,,"2,4,6-Tf3Phenol",no matches,-,-,MeCN,CC#N,4.44,pKa_values_of_acids_in_acetonitrile.pdf
741,741,T,(CN)2C=C(CN)OH,OC(C#N)=C(C#N)C#N,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",MeCN,CC#N,4.36,pKa_values_of_acids_in_acetonitrile.pdf
742,742,,4_NO2_C6H4_SO2_NH_Tf,no matches,-,-,MeCN,CC#N,4.04,pKa_values_of_acids_in_acetonitrile.pdf
743,743,,4-Cl-C6H4-SO(=NTf)-NH-SO2-C6H4-4-Cl,no matches,-,-,MeCN,CC#N,4.0,pKa_values_of_acids_in_acetonitrile.pdf
744,744,,2.4-(NO2)2-C6H3-SO3H,no matches,-,-,MeCN,CC#N,3.96,pKa_values_of_acids_in_acetonitrile.pdf
745,745,,"2,3,5-tricyanocyclopentadiene",N#CC1C=C(C#N)C(=C1)C#N,"1,3-Cyclopentadiene-2,3,5-tricarbonitrile","cyclopenta-2,5-diene-1,2,4-tricarbonitrile",MeCN,CC#N,3.65,pKa_values_of_acids_in_acetonitrile.pdf
746,746,,4-Cl-C6H4-SO(=NTf)-NH-SO2-C6H4-4-NO2,no matches,-,-,MeCN,CC#N,3.3,pKa_values_of_acids_in_acetonitrile.pdf
747,747,,HI,I,10034-85-2,iodane,MeCN,CC#N,2.8,pKa_values_of_acids_in_acetonitrile.pdf
748,748,,120-72-9,C1=CC=C2C(=C1)C=CN2,-,-,MeCN,CC#N,32.57,Ejoc202001649-sup-00001-misc_information.pdf
749,749,,1354970-98-1,no matches,-,-,MeCN,CC#N,30.86,Ejoc202001649-sup-00001-misc_information.pdf
750,750,,6960-42-5,C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C2,6960-42-5,7-nitro-1H-indole,MeCN,CC#N,29.99,Ejoc202001649-sup-00001-misc_information.pdf
751,751,,608-08-2,CC(=O)OC1=CNC2=CC=CC=C21,608-08-2,1H-indol-3-yl acetate,MeCN,CC#N,29.97,Ejoc202001649-sup-00001-misc_information.pdf
752,752,,108-95-2,C1=CC=C(C=C1)O,108-95-2,phenol,MeCN,CC#N,29.2,Ejoc202001649-sup-00001-misc_information.pdf
753,753,,2128672-84-2,C1=CC(=CC=C1C(=O)NC2=NNC(=S)C=C2)F,-,4-fluoro-N-(6-sulfanylidene-1H-pyridazin-3-yl)benzamide,MeCN,CC#N,28.85,Ejoc202001649-sup-00001-misc_information.pdf
754,754,,17823-38-0,C(#N)C1=C(C(=C(C(=C1F)F)N)F)F,17823-38-0,"4-amino-2,3,5,6-tetrafluorobenzonitrile",MeCN,CC#N,28.78,Ejoc202001649-sup-00001-misc_information.pdf
755,755,,1018330-43-2,no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,28.77,Ejoc202001649-sup-00001-misc_information.pdf
756,756,,6146-52-7,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],6146-52-7,5-nitro-1H-indole,MeCN,CC#N,28.18,Ejoc202001649-sup-00001-misc_information.pdf
757,757,,73482-93-6,CCOC(=O)CC(C)(CC(=O)OCC)O,73489-84-6,diethyl 3-hydroxy-3-methylpentanedioate,MeCN,CC#N,28.14,Ejoc202001649-sup-00001-misc_information.pdf
758,758,,101-20-2,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,101-20-2,"1-(4-chlorophenyl)-3-(3,4-dichlorophenyl)urea",MeCN,CC#N,27.95,Ejoc202001649-sup-00001-misc_information.pdf
759,759,,4769-97-5,C1=CC2=C(C=CN2)C(=C1)[N+](=O)[O-],4769-97-5,4-nitro-1H-indole,MeCN,CC#N,27.89,Ejoc202001649-sup-00001-misc_information.pdf
760,760,,4769-96-4,C1=CC(=CC2=C1C=CN2)[N+](=O)[O-],4769-96-4,6-nitro-1H-indole,MeCN,CC#N,27.79,Ejoc202001649-sup-00001-misc_information.pdf
761,761,,665011-18-7,no matches,-,-,MeCN,CC#N,27.59,Ejoc202001649-sup-00001-misc_information.pdf
762,762,,2376448-26-7,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,74472-40-5,"1,2,3,5-tetrachloro-4-(2,6-dichlorophenyl)benzene",MeCN,CC#N,27.21,Ejoc202001649-sup-00001-misc_information.pdf
763,763,,1/2/55,C1CC2C3C(C1)SC4CCC5C(C4)OCCOCCOCCOCCOCCOC6CC(S2)CCC6SC7CCCC(C7OCCOCCOCCOCCOCCO3)S5,388569-88-8,"3,6,9,12,15,18,32,35,38,41,44,47-dodecaoxa-25,54,58,60-tetrathiaheptacyclo[28.27.1.12,55.121,49.019,24.026,31.048,53]hexacontane",MeCN,CC#N,27.19,Ejoc202001649-sup-00001-misc_information.pdf
764,764,,77758-24-8,CCOC(=N)C1=CC(=C(C=C1)OC)Br,777828-03-2,ethyl 3-bromo-4-methoxybenzenecarboximidate,MeCN,CC#N,27.12,Ejoc202001649-sup-00001-misc_information.pdf
765,765,,130774-57-1,no matches,-,-,MeCN,CC#N,27.06,Ejoc202001649-sup-00001-misc_information.pdf
766,766,,2408-04-0,C1=CC(=CC=C1CS(=O)(=O)C(F)(F)F)F,-,1-fluoro-4-(trifluoromethylsulfonylmethyl)benzene,MeCN,CC#N,27.0,Ejoc202001649-sup-00001-misc_information.pdf
767,767,,58432-62-5,CC1=CC=CC=C1C(C)C#N,-,2-(2-methylphenyl)propanenitrile,MeCN,CC#N,26.98,Ejoc202001649-sup-00001-misc_information.pdf
768,768,T,70-55-3,CC1=CC=C(C=C1)S(=O)(=O)N,70-55-3,4-methylbenzenesulfonamide,MeCN,CC#N,26.95,Ejoc202001649-sup-00001-misc_information.pdf
769,769,,4/8/10,C1C2(COC(O1)CCCN)COC(OC2)CCCN,21587-74-6,"3-[3-(3-aminopropyl)-2,4,8,10-tetraoxaspiro[5.5]undecan-9-yl]propan-1-amine",MeCN,CC#N,26.89,Ejoc202001649-sup-00001-misc_information.pdf
770,770,,210486-32-1,C1=CC=C2C(=C1)C=CC=C2NC(=O)CF,318-85-4,2-fluoro-N-naphthalen-1-ylacetamide,MeCN,CC#N,26.87,Ejoc202001649-sup-00001-misc_information.pdf
771,771,T,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,98-10-2,benzenesulfonamide,MeCN,CC#N,26.63,Ejoc202001649-sup-00001-misc_information.pdf
772,772,,1354970-97-0,no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,26.58,Ejoc202001649-sup-00001-misc_information.pdf
773,773,T,98-17-9,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,26.5,Ejoc202001649-sup-00001-misc_information.pdf
774,774,,653-22-5,CC(=O)NC1=C(C(=C(C(=C1F)F)F)F)F,653-22-5,"N-(2,3,4,5,6-pentafluorophenyl)acetamide",MeCN,CC#N,26.45,Ejoc202001649-sup-00001-misc_information.pdf
775,775,,39077-43-5,C1=CC=C(C=C1)NC2=C(C(=NC(=C2F)F)F)F,-,"2,3,5,6-tetrafluoro-N-phenylpyridin-4-amine",MeCN,CC#N,26.36,Ejoc202001649-sup-00001-misc_information.pdf
776,776,,1821-27-8,C1=CC(=CC=C1NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],1821-27-8,4-nitro-N-(4-nitrophenyl)aniline,MeCN,CC#N,26.18,Ejoc202001649-sup-00001-misc_information.pdf
777,777,,1448617-67-1,CC1=C(C(=NN1)C(F)(F)F)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)C(C)C)C(=O)N4CC(CO4)(C)O,-,"5-(4-hydroxy-4-methyl-1,2-oxazolidine-2-carbonyl)-3-methyl-6-[[5-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]methyl]-1-propan-2-ylthieno[2,3-d]pyrimidine-2,4-dione",MeCN,CC#N,26.18,Ejoc202001649-sup-00001-misc_information.pdf
778,778,T,402-46-0,C1=CC(=CC=C1F)S(=O)(=O)N,402-46-0,4-fluorobenzenesulfonamide,MeCN,CC#N,26.16,Ejoc202001649-sup-00001-misc_information.pdf
779,779,,1945-78-4,C1=CC=C2C(=C1)N=C(S2)CC3=NC4=CC=CC=C4S3,1945-78-4,"2-(1,3-benzothiazol-2-ylmethyl)-1,3-benzothiazole",MeCN,CC#N,26.16,Ejoc202001649-sup-00001-misc_information.pdf
780,780,,42238-33-5,no matches,-,-,MeCN,CC#N,26.16,Ejoc202001649-sup-00001-misc_information.pdf
781,781,,5457-28-3,C1=CC=C2C(=C1)C(=CN2)C#N,5457-28-3,1H-indole-3-carbonitrile,MeCN,CC#N,26.01,Ejoc202001649-sup-00001-misc_information.pdf
782,782,,98-64-6,no SMILES,654055-01-3,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;dihydrate",MeCN,CC#N,25.85,Ejoc202001649-sup-00001-misc_information.pdf
783,783,,triazine 1,CSC1=NC2=NN=C(C(=O)N2N1)[N+](=O)[O-],123606-06-4,"7-methylsulfanyl-3-nitro-6H-[1,2,4]triazolo[5,1-c][1,2,4]triazin-4-one",MeCN,CC#N,25.85,Ejoc202001649-sup-00001-misc_information.pdf
784,784,,2408-22-2,C1=C(C=C(C(=C1C(F)(F)F)F)F)Br,240122-25-2,"5-bromo-1,2-difluoro-3-(trifluoromethyl)benzene",MeCN,CC#N,25.62,Ejoc202001649-sup-00001-misc_information.pdf
785,785,T,402-45-9,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,MeCN,CC#N,25.5,Ejoc202001649-sup-00001-misc_information.pdf
786,786,,1449332-70-0,no matches,-,-,MeCN,CC#N,25.47,Ejoc202001649-sup-00001-misc_information.pdf
787,787,,830-43-3,C1=CC(=CC=C1C(F)(F)F)S(=O)(=O)N,830-43-3,4-(trifluoromethyl)benzenesulfonamide,MeCN,CC#N,25.24,Ejoc202001649-sup-00001-misc_information.pdf
788,788,T,672-58-2,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,672-58-2,3-(trifluoromethyl)benzenesulfonamide,MeCN,CC#N,25.2,Ejoc202001649-sup-00001-misc_information.pdf
789,789,,(4-Me2N-C6F4)(C6F5)NH,no matches,-,-,MeCN,CC#N,25.13,Ejoc202001649-sup-00001-misc_information.pdf
790,790,,1267525-01-8,no matches,-,-,MeCN,CC#N,25.08,Ejoc202001649-sup-00001-misc_information.pdf
791,791,,80588-36-9,no matches,-,-,MeCN,CC#N,24.96,Ejoc202001649-sup-00001-misc_information.pdf
792,792,T,444-30-4,C1=CC=C(C(=C1)C(F)(F)F)O,444-30-4,2-(trifluoromethyl)phenol,MeCN,CC#N,24.9,Ejoc202001649-sup-00001-misc_information.pdf
793,793,,587-90-6,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],-,-,MeCN,CC#N,24.71,Ejoc202001649-sup-00001-misc_information.pdf
794,794,T,121-52-8,C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],121-52-8,3-nitrobenzenesulfonamide,MeCN,CC#N,24.63,Ejoc202001649-sup-00001-misc_information.pdf
795,795,T,58956-76-6,C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)N)C(F)(F)F)C(F)(F)F)C(F)(F)F,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",MeCN,CC#N,24.57,Ejoc202001649-sup-00001-misc_information.pdf
796,796,,6325-93-5,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,6325-93-5,4-nitrobenzenesulfonamide,MeCN,CC#N,24.57,Ejoc202001649-sup-00001-misc_information.pdf
797,797,,1449332-69-7,C1=CN=CC=C1C=NOC=O,-,-,MeCN,CC#N,24.51,Ejoc202001649-sup-00001-misc_information.pdf
798,798,T,27053-34-5,C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",MeCN,CC#N,24.49,Ejoc202001649-sup-00001-misc_information.pdf
799,799,,194222-97-4,C1=CC(=CC=C1CS(=O)(=O)C(F)(F)F)C(F)(F)F,194222-97-4,1-(trifluoromethyl)-4-(trifluoromethylsulfonylmethyl)benzene,MeCN,CC#N,24.44,Ejoc202001649-sup-00001-misc_information.pdf
800,800,,454203-57-7,no matches,-,-,MeCN,CC#N,24.31,Ejoc202001649-sup-00001-misc_information.pdf
801,801,,3752-73-6,C1=CC=C(C(=C1)OC(F)(F)F)S(=O)(=O)N,37526-59-3,2-(trifluoromethoxy)benzenesulfonamide,MeCN,CC#N,24.11,Ejoc202001649-sup-00001-misc_information.pdf
