,Unnamed: 0,name,solute,solute SMILES,solvent,solvent SMILES,pka,ref,computed CAS,computed IUPAC
334,334,name,4-methoxyAniline,COC1=CC=C(C=C1)N,MeCN,CC#N,11.86,pKa_values_of_nitrogen_heterocycles.pdf,-,-
335,335,name,2-methyl-8-aminoquinoline,CC1=NC2=C(C=CC=C2N)C=C1,MeCN,CC#N,11.54,pKa_values_of_nitrogen_heterocycles.pdf,18978-78-4,2-methylquinolin-8-amine
336,336,name,Phthalazine,C1=CC=C2C=NN=CC2=C1,MeCN,CC#N,11.55,pKa_values_of_nitrogen_heterocycles.pdf,253-52-1,phthalazine
337,337,name,"N,N-dimethylAniline",CN(C)C1=CC=CC=C1,MeCN,CC#N,11.43,pKa_values_of_nitrogen_heterocycles.pdf,-,-
338,338,name,"2,2'-Biquinoline",C1=CC=C2C(=C1)C(=CC(=N2)C3=NC4=CC=CC=C4C(=C3)C(=O)O)C(=O)O,MeCN,CC#N,11.28,pKa_values_of_nitrogen_heterocycles.pdf,1245-13-2,2-(4-carboxyquinolin-2-yl)quinoline-4-carboxylic acid
339,339,name,"7,8-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,MeCN,CC#N,10.84,pKa_values_of_nitrogen_heterocycles.pdf,230-27-3,benzo[h]quinoline
340,340,name,Aniline,C1=CC=C(C=C1)N,MeCN,CC#N,10.62,pKa_values_of_nitrogen_heterocycles.pdf,-,-
341,341,name,Cinnoline,C1=CC=C2C(=C1)C=CN=N2,MeCN,CC#N,10.5,pKa_values_of_nitrogen_heterocycles.pdf,253-66-7,cinnoline
342,342,name,2-methylaniline,CC1=CC=CC=C1N,MeCN,CC#N,10.5,pKa_values_of_nitrogen_heterocycles.pdf,-,-
343,343,name,Pyridazine,C1=CC=NN=C1,MeCN,CC#N,10.07,pKa_values_of_nitrogen_heterocycles.pdf,289-80-5,pyridazine
344,344,name,2-methoxypyridine,COC1=CC=CC=N1,MeCN,CC#N,9.93,pKa_values_of_nitrogen_heterocycles.pdf,1628-89-3,2-methoxypyridine
345,345,name,1-Naphtylamine,C1=CC=C2C(=C1)C=CC=C2N,MeCN,CC#N,9.77,pKa_values_of_nitrogen_heterocycles.pdf,-,-
346,346,name,3-chloroPyridine,C1=CC(=CN=C1)Cl,MeCN,CC#N,9.55,pKa_values_of_nitrogen_heterocycles.pdf,626-60-8,3-chloropyridine
347,347,name,4-bromoAniline,C1=CC(=CC=C1N)Br,MeCN,CC#N,9.43,pKa_values_of_nitrogen_heterocycles.pdf,-,-
348,348,name,Quinazoline,C1=CC=C2C(=C1)C=NC=N2,MeCN,CC#N,9.19,pKa_values_of_nitrogen_heterocycles.pdf,253-82-7,quinazoline
349,349,name,Pyrazole,C1=CNN=C1,MeCN,CC#N,9.1,pKa_values_of_nitrogen_heterocycles.pdf,288-13-1,1H-pyrazole
350,350,name,Pyrimidine,C1=CN=CN=C1,MeCN,CC#N,8.72,pKa_values_of_nitrogen_heterocycles.pdf,289-95-2,pyrimidine
351,351,name,"2,4-difluoroAniline",C1=CC(=C(C=C1F)F)N,MeCN,CC#N,8.39,pKa_values_of_nitrogen_heterocycles.pdf,367-25-9,"2,4-difluoroaniline"
352,352,name,4-trifluoromethylAniline,C1=CC(=CC=C1C(F)(F)F)N,MeCN,CC#N,8.03,pKa_values_of_nitrogen_heterocycles.pdf,-,-
353,353,name,"1,2,3-Triazole",C1=NNN=C1,MeCN,CC#N,7.9,pKa_values_of_nitrogen_heterocycles.pdf,288-35-7,2H-triazole
354,354,name,2-chloroaniline,C1=CC=C(C(=C1)N)Cl,MeCN,CC#N,7.86,pKa_values_of_nitrogen_heterocycles.pdf,-,-
355,355,name,Pyrazine,C1=CN=CC=N1,MeCN,CC#N,7.74,pKa_values_of_nitrogen_heterocycles.pdf,290-37-9,pyrazine
356,356,name,4-fluoro-3-nitroAniline,C1=CC(=C(C=C1N)[N+](=O)[O-])F,MeCN,CC#N,7.67,pKa_values_of_nitrogen_heterocycles.pdf,364-76-1,4-fluoro-3-nitroaniline
357,357,name,"2,6-dimethoxyPyridine",COC1=NC(=CC=C1)OC,MeCN,CC#N,7.64,pKa_values_of_nitrogen_heterocycles.pdf,6231-18-1,"2,6-dimethoxypyridine"
358,358,name,Indazole,C1=CC=C2C(=C1)C=NN2,MeCN,CC#N,7.61,pKa_values_of_nitrogen_heterocycles.pdf,271-44-3,1H-indazole
359,359,name,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,MeCN,CC#N,7.51,pKa_values_of_nitrogen_heterocycles.pdf,-,-
360,360,name,Quinoxaline,C1=CC=C2C(=C1)N=CC=N2,MeCN,CC#N,7.4,pKa_values_of_nitrogen_heterocycles.pdf,91-19-0,quinoxaline
361,361,name,Benzotriazole,C1=CC2=NNN=C2C=C1,MeCN,CC#N,6.88,pKa_values_of_nitrogen_heterocycles.pdf,-,-
362,362,name,2-Cl-Pyridine,C1CN(C(=N1)NC#N)CC2=CN=C(C=C2)Cl,MeCN,CC#N,6.79,pKa_values_of_nitrogen_heterocycles.pdf,111988-43-3,"[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]cyanamide"
363,363,name,N-methyldiphenylAmine,CN(C1=CC=CC=C1)C2=CC=CC=C2,MeCN,CC#N,6.52,pKa_values_of_nitrogen_heterocycles.pdf,552-82-9,N-methyl-N-phenylaniline
364,364,name,4-nitroimidazole,C1=C(NC=N1)[N+](=O)[O-],MeCN,CC#N,6.34,pKa_values_of_nitrogen_heterocycles.pdf,3034-38-6,5-nitro-1H-imidazole
365,365,name,4-nitroAniline,C1=CC(=CC=C1N)[N+](=O)[O-],MeCN,CC#N,6.22,pKa_values_of_nitrogen_heterocycles.pdf,-,-
366,366,name,"2,5-dichloroaniline",C1=CC(=C(C=C1Cl)N)Cl,MeCN,CC#N,6.21,pKa_values_of_nitrogen_heterocycles.pdf,95-82-9,"2,5-dichloroaniline"
367,367,name,2-nitroimidazole,C1=CC=C(C=C1)OCCCN2C=CN=C2[N+](=O)[O-],MeCN,CC#N,5.54,pKa_values_of_nitrogen_heterocycles.pdf,1-(3-PHENOXYPROPYL)-2-NO2 -IMIDAZOLE,2-nitro-1-(3-phenoxypropyl)imidazole
368,368,name,"2,5-dichloroaniline",C1=CC(=C(C=C1Cl)N)Cl,MeCN,CC#N,5.06,pKa_values_of_nitrogen_heterocycles.pdf,95-82-9,"2,5-dichloroaniline"
369,369,name,5-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,MeCN,CC#N,4.91,pKa_values_of_nitrogen_heterocycles.pdf,5401-94-5,5-nitro-1H-indazole
370,370,name,6-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])NN=C2,MeCN,CC#N,4.88,pKa_values_of_nitrogen_heterocycles.pdf,7597-18-4,6-nitro-1H-indazole
371,371,name,2-nitroaniline,C1=CC=C(C(=C1)N)[N+](=O)[O-],MeCN,CC#N,4.8,pKa_values_of_nitrogen_heterocycles.pdf,88-74-4,2-nitroaniline
372,372,name,4-chloro-2-nitroAniline,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,MeCN,CC#N,3.8,pKa_values_of_nitrogen_heterocycles.pdf,89-63-4,4-chloro-2-nitroaniline
373,373,name,2-chloro-4-nitroaniline,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,MeCN,CC#N,3.66,pKa_values_of_nitrogen_heterocycles.pdf,121-87-9,2-chloro-4-nitroaniline
374,374,name,Uracil,C1=CNC(=O)NC1=O,MeCN,CC#N,3.38,pKa_values_of_nitrogen_heterocycles.pdf,-,-
375,375,name,Thymine,CC1=CNC(=O)NC1=O,MeCN,CC#N,2.7,pKa_values_of_nitrogen_heterocycles.pdf,-,-
376,376,name,"2,3,4,5,6-pentachloroAniline",C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,MeCN,CC#N,2.35,pKa_values_of_nitrogen_heterocycles.pdf,121-87-9,2-chloro-4-nitroaniline
377,377,name,"Quino[7,8-h]quinoline",C1=CC2=C(C3=C(C=C2)C=CC4=C3N=CC=C4)N=C1,H2O,O,12.0,pKa_values_of_nitrogen_heterocycles.pdf,-,"quinolino[7,8-h]quinoline"
378,378,name,Imidazole,C1=CN=CN1,H2O,O,6.95,pKa_values_of_nitrogen_heterocycles.pdf,288-32-4,1H-imidazole
379,379,name,Phenanthroline,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,H2O,O,5.12,pKa_values_of_nitrogen_heterocycles.pdf,66-71-7,"1,10-phenanthroline"
380,380,name,Benzimidazole,C1=CC=C2C(=C1)NC=N2,H2O,O,5.56,pKa_values_of_nitrogen_heterocycles.pdf,51-17-2,1H-benzimidazole
381,381,name,Isoquinoline,C1=CC=C2C=NC=CC2=C1,H2O,O,5.46,pKa_values_of_nitrogen_heterocycles.pdf,119-65-3,isoquinoline
382,382,name,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,H2O,O,5.62,pKa_values_of_nitrogen_heterocycles.pdf,260-94-6,acridine
383,383,name,Pyridine,C1=CC=NC=C1,H2O,O,5.23,pKa_values_of_nitrogen_heterocycles.pdf,110-86-1,pyridine
384,384,name,Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,H2O,O,4.64,pKa_values_of_nitrogen_heterocycles.pdf,148-79-8,"4-(1H-benzimidazol-2-yl)-1,3-thiazole"
385,385,name,"2,2'-Bipyridine",C1=CC=NC(=C1)C2=CC=CC=N2,H2O,O,4.54,pKa_values_of_nitrogen_heterocycles.pdf,366-18-7,2-pyridin-2-ylpyridine
386,386,name,Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,H2O,O,4.53,pKa_values_of_nitrogen_heterocycles.pdf,10605-21-7,methyl N-(1H-benzimidazol-2-yl)carbamate
387,387,name,Quinoline,C1=CC=C2C(=C1)C=CC=N2,H2O,O,4.93,pKa_values_of_nitrogen_heterocycles.pdf,91-22-5,quinoline
388,388,name,"5,6-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,H2O,O,5.15,pKa_values_of_nitrogen_heterocycles.pdf,85-02-9,benzo[f]quinoline
389,389,name,Phthalazine,C1=CC=C2C=NN=CC2=C1,H2O,O,3.47,pKa_values_of_nitrogen_heterocycles.pdf,253-52-1,phthalazine
390,390,name,"2,2'-Biquinoline",C1=CC=C2C(=C1)C(=CC(=N2)C3=NC4=CC=CC=C4C(=C3)C(=O)O)C(=O)O,H2O,O,3.66,pKa_values_of_nitrogen_heterocycles.pdf,1245-13-2,2-(4-carboxyquinolin-2-yl)quinoline-4-carboxylic acid
391,391,name,"7,8-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,H2O,O,4.25,pKa_values_of_nitrogen_heterocycles.pdf,230-27-3,benzo[h]quinoline
392,392,name,Cinnoline,C1=CC=C2C(=C1)C=CN=N2,H2O,O,2.29,pKa_values_of_nitrogen_heterocycles.pdf,253-66-7,cinnoline
393,393,name,Pyridazine,C1=CC=NN=C1,H2O,O,2.33,pKa_values_of_nitrogen_heterocycles.pdf,289-80-5,pyridazine
394,394,name,Quinazoline,C1=CC=C2C(=C1)C=NC=N2,H2O,O,1.95,pKa_values_of_nitrogen_heterocycles.pdf,253-82-7,quinazoline
395,395,name,Pyrazole,C1=CNN=C1,H2O,O,2.48,pKa_values_of_nitrogen_heterocycles.pdf,288-13-1,1H-pyrazole
396,396,name,Pyrimidine,C1=CN=CN=C1,H2O,O,1.3,pKa_values_of_nitrogen_heterocycles.pdf,289-95-2,pyrimidine
397,397,name,"1,2,3-Triazole",C1=NNN=C1,H2O,O,1.17,pKa_values_of_nitrogen_heterocycles.pdf,288-35-7,2H-triazole
398,398,name,Pyrazine,C1=CN=CC=N1,H2O,O,0.6,pKa_values_of_nitrogen_heterocycles.pdf,290-37-9,pyrazine
399,399,name,Indazole,C1=CC=C2C(=C1)C=NN2,H2O,O,1.25,pKa_values_of_nitrogen_heterocycles.pdf,271-44-3,1H-indazole
400,400,name,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,H2O,O,0.6,pKa_values_of_nitrogen_heterocycles.pdf,58-08-2,"1,3,7-trimethylpurine-2,6-dione"
401,401,name,Quinoxaline,C1=CC=C2C(=C1)N=CC=N2,H2O,O,0.56,pKa_values_of_nitrogen_heterocycles.pdf,91-19-0,quinoxaline
402,402,name,Benzotriazole,C1=CC2=NNN=C2C=C1,H2O,O,0.42,pKa_values_of_nitrogen_heterocycles.pdf,95-14-7,2H-benzotriazole
403,403,name,4-nitroimidazole,C1=C(NC=N1)[N+](=O)[O-],H2O,O,-0.16,pKa_values_of_nitrogen_heterocycles.pdf,3034-38-6,5-nitro-1H-imidazole
404,404,name,2-nitroimidazole,C1=CC=C(C=C1)OCCCN2C=CN=C2[N+](=O)[O-],H2O,O,-0.81,pKa_values_of_nitrogen_heterocycles.pdf,1-(3-PHENOXYPROPYL)-2-NO2 -IMIDAZOLE,2-nitro-1-(3-phenoxypropyl)imidazole
405,405,name,5-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,H2O,O,-0.96,pKa_values_of_nitrogen_heterocycles.pdf,5401-94-5,5-nitro-1H-indazole
406,406,name,6-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])NN=C2,H2O,O,-0.97,pKa_values_of_nitrogen_heterocycles.pdf,7597-18-4,6-nitro-1H-indazole
407,407,name,Uracil,C1=CNC(=O)NC1=O,H2O,O,0.5,pKa_values_of_nitrogen_heterocycles.pdf,66-22-8,"1H-pyrimidine-2,4-dione"
408,408,name,Thymine,CC1=CNC(=O)NC1=O,H2O,O,0.0,pKa_values_of_nitrogen_heterocycles.pdf,65-71-4,"5-methyl-1H-pyrimidine-2,4-dione"
409,409,name,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],MeCN,CC#N,11.0,DCE_2011_pKa_Table_MeCN.pdf,-,-
410,410,name,4-F-C6H4C(=O)NHTf,FC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,10.65,DCE_2011_pKa_Table_MeCN.pdf,-,4-fluoro-N-(trifluoromethylsulfonyl)benzamide
411,411,name,"2,3,4,5,6-pentakis(trifluoromethyl)Phenol",C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,MeCN,CC#N,10.46,DCE_2011_pKa_Table_MeCN.pdf,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol"
412,412,name,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,MeCN,CC#N,10.45,DCE_2011_pKa_Table_MeCN.pdf,-,-
413,413,name,4-Cl-C6H4C(=O)NHTf,FC(F)(F)[S](=O)(=O)NC(=O)C1=CC=C(Cl)C=C1,MeCN,CC#N,10.36,DCE_2011_pKa_Table_MeCN.pdf,-,4-chloro-N-(trifluoromethylsulfonyl)benzamide
414,414,name,HCl,Cl,MeCN,CC#N,10.3,DCE_2011_pKa_Table_MeCN.pdf,16887-00-6,chloride
415,415,name,(4-Cl-C6H4SO2)2NH,no matches,MeCN,CC#N,10.2,DCE_2011_pKa_Table_MeCN.pdf,-,-
416,416,name,4-CF3-C6F4CH(CN)2,FC1=C(C(C#N)C#N)C(=C(F)C(=C1F)C(F)(F)F)F,MeCN,CC#N,10.19,DCE_2011_pKa_Table_MeCN.pdf,55852-24-9,"2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]propanedinitrile"
417,417,name,"2,3,4,5,6-pentakis(trifluoromethyl)benzenethiol",C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)S)C(F)(F)F)C(F)(F)F)C(F)(F)F,MeCN,CC#N,10.1,DCE_2011_pKa_Table_MeCN.pdf,SCHEMBL8512489,"2,3,4,5,6-pentakis(trifluoromethyl)benzenethiol"
418,418,name,4-NO2-C6H4SO2NHTos,no matches,MeCN,CC#N,10.04,DCE_2011_pKa_Table_MeCN.pdf,-,-
419,419,name,4-Cl-3-NO2C6H3SO2NHTos,no matches,MeCN,CC#N,9.71,DCE_2011_pKa_Table_MeCN.pdf,-,-
420,420,name,4-NO2-C6H4C(=O)NHTf,[O-][N+](=O)C1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,9.49,DCE_2011_pKa_Table_MeCN.pdf,39062-98-1,4-nitro-N-(trifluoromethylsulfonyl)benzamide
421,421,name,4-NO2-C6H4SO2NH-SO2C6H4-4-Cl,no matches,MeCN,CC#N,9.17,DCE_2011_pKa_Table_MeCN.pdf,-,-
422,422,name,C6(CF3)5CH(CN)2,FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,MeCN,CC#N,8.86,DCE_2011_pKa_Table_MeCN.pdf,2-[Pentakis(trifluoromethyl)phenyl]malononitrile,"2-[2,3,4,5,6-pentakis(trifluoromethyl)phenyl]propanedinitrile"
423,423,name,4-Cl-3-NO2-C6H3SO2NH-SO2C6H4-4-Cl,no matches,MeCN,CC#N,8.8,DCE_2011_pKa_Table_MeCN.pdf,-,-
424,424,name,4-Methylbenzenesulfonic acid,CC1=CC=C(C=C1)S(=O)(=O)O,MeCN,CC#N,8.5,DCE_2011_pKa_Table_MeCN.pdf,104-15-4,4-methylbenzenesulfonic acid
425,425,name,(4-NO2-C6H4SO2)2NH,no matches,MeCN,CC#N,8.19,DCE_2011_pKa_Table_MeCN.pdf,-,-
426,426,name,"2,4,6-(SO2OCH2CF2CF2H)3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)OCC(F)(F)C(F)F)[S](=O)(=O)OCC(F)(F)C(F)F)[S](=O)(=O)OCC(F)(F)C(F)F,MeCN,CC#N,8.17,DCE_2011_pKa_Table_MeCN.pdf,-,-
427,427,name,"2,4,6-(SO2OCH2CF3)3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)OCC(F)(F)F)[S](=O)(=O)OCC(F)(F)F)[S](=O)(=O)OCC(F)(F)F,MeCN,CC#N,7.97,DCE_2011_pKa_Table_MeCN.pdf,-,-
428,428,name,1-Naphtalenesulfonic acid,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N,MeCN,CC#N,7.89,DCE_2011_pKa_Table_MeCN.pdf,81-16-3,2-aminonaphthalene-1-sulfonic acid
429,429,name,4-Cl-3-NO2-C6H3SO2NHSO2-C6H4-3-NO2,no matches,MeCN,CC#N,7.88,DCE_2011_pKa_Table_MeCN.pdf,-,-
430,430,name,C6H5CH(Tf)2,FC(F)(F)[S](=O)(=O)C(C1=CC=CC=C1)[S](=O)(=O)C(F)(F)F,MeCN,CC#N,7.85,DCE_2011_pKa_Table_MeCN.pdf,40906-82-9,bis(trifluoromethylsulfonyl)methylbenzene
431,431,name,4-Cl-3-NO2-C6H3SO2NHSO2C6H4-4-NO2,no matches,MeCN,CC#N,7.84,DCE_2011_pKa_Table_MeCN.pdf,-,-
432,432,name,C6F5SO2NHSO2C6H4-4-Cl,no matches,MeCN,CC#N,7.57,DCE_2011_pKa_Table_MeCN.pdf,-,-
433,433,name,(4-Cl-3-NO2-C6H3SO2)2NH,no matches,MeCN,CC#N,7.47,DCE_2011_pKa_Table_MeCN.pdf,-,-
434,434,name,4-chloro-benzenesulfonicacid,C1=CC(=CC=C1S(=O)(=O)O)Cl,MeCN,CC#N,7.21,DCE_2011_pKa_Table_MeCN.pdf,98-66-8,4-chlorobenzenesulfonic acid
435,435,name,C6F5SO2NHSO2C6H4-3-NO2,no matches,MeCN,CC#N,6.73,DCE_2011_pKa_Table_MeCN.pdf,-,-
436,436,name,3-nitro-benzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],MeCN,CC#N,6.71,DCE_2011_pKa_Table_MeCN.pdf,98-47-5,3-nitrobenzenesulfonic acid
437,437,name,C6F5SO2NHSO2C6H4-4-NO2,no matches,MeCN,CC#N,6.6,DCE_2011_pKa_Table_MeCN.pdf,-,-
438,438,name,4-nitro-benzenesulfonic acid,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,MeCN,CC#N,6.4,DCE_2011_pKa_Table_MeCN.pdf,138-42-1,4-nitrobenzenesulfonic acid
439,439,name,3-NO2-C6H4SO2CH(CN)2,[O-][N+](=O)C1=CC(=CC=C1)[S](=O)(=O)C(C#N)C#N,MeCN,CC#N,6.22,DCE_2011_pKa_Table_MeCN.pdf,-,-
440,440,name,C6F5SO2NHSO2C6H3-3-NO2-4-Cl,,MeCN,CC#N,6.18,DCE_2011_pKa_Table_MeCN.pdf,-,-
441,441,name,4-MeO-C6H4C(=NTf)NHTf,COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,6.09,DCE_2011_pKa_Table_MeCN.pdf,-,-
442,442,name,4-NO2-C6H4SO2CH(CN)2,[O-][N+](=O)C1=CC=C(C=C1)[S](=O)(=O)C(C#N)C#N,MeCN,CC#N,6.06,DCE_2011_pKa_Table_MeCN.pdf,-,-
443,443,name,4-Me-C6H4SO2NHTf,CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,5.86,DCE_2011_pKa_Table_MeCN.pdf,-,4-methyl-N-(trifluoromethylsulfonyl)benzenesulfonamide
444,444,name,4-Me-C6H4C(=NTf)NHTf,CC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,5.86,DCE_2011_pKa_Table_MeCN.pdf,-,-
445,445,name,C6H5C(=NTf)NHTf,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=CC=C1,MeCN,CC#N,5.71,DCE_2011_pKa_Table_MeCN.pdf,-,-
446,446,name,C6H5SO2NHTf,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=CC=C1,MeCN,CC#N,5.55,DCE_2011_pKa_Table_MeCN.pdf,-,N-(trifluoromethylsulfonyl)benzenesulfonamide
447,447,name,4-F-C6H4C(=NTf)NHTf,FC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,5.33,DCE_2011_pKa_Table_MeCN.pdf,-,-
448,448,name,4-Cl-C6H4-C(=NTf)NHTf,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,MeCN,CC#N,5.24,DCE_2011_pKa_Table_MeCN.pdf,-,-
449,449,name,HBr,Br,MeCN,CC#N,5.5,DCE_2011_pKa_Table_MeCN.pdf,24959-67-9,bromide
450,450,name,"2,4,6-(SO2F)3-Phenol",OC1=C(C=C(C=C1[S](F)(=O)=O)[S](F)(=O)=O)[S](F)(=O)=O,MeCN,CC#N,5.25,DCE_2011_pKa_Table_MeCN.pdf,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride","2-hydroxybenzene-1,3,5-trisulfonyl fluoride"
451,451,name,(C6F5SO2)2NH,no matches,MeCN,CC#N,5.11,DCE_2011_pKa_Table_MeCN.pdf,-,-
452,452,name,4-Cl-C6H4SO2NHTf,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1,MeCN,CC#N,5.02,DCE_2011_pKa_Table_MeCN.pdf,-,4-chloro-N-(trifluoromethylsulfonyl)benzenesulfonamide
453,453,name,4-Cl-C6H4SO(=NTf)NHTos,no matches,MeCN,CC#N,4.81,DCE_2011_pKa_Table_MeCN.pdf,-,-
454,454,name,4-NO2-C6H4C(=NTf)NHTf,[O-][N+](=O)C1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,4.67,DCE_2011_pKa_Table_MeCN.pdf,N-(Trifluoromethylsulfonyl)-alpha-(trifluoromethylsulfonylimino)-4-nitrobenzylamineanion,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide"
455,455,name,"2,4,6-Tf3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,MeCN,CC#N,4.48,DCE_2011_pKa_Table_MeCN.pdf,-,"2,4,6-tris(trifluoromethylsulfonyl)phenol"
456,456,name,(CN)2C=C(CN)OH,OC(C#N)=C(C#N)C#N,MeCN,CC#N,4.39,DCE_2011_pKa_Table_MeCN.pdf,-,"2-hydroxyethene-1,1,2-tricarbonitrile"
457,457,name,4-NO2-C6H4SO2NHTf,[O-][N+](=O)C1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,MeCN,CC#N,4.08,DCE_2011_pKa_Table_MeCN.pdf,-,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide
458,458,name,4-Cl-C6H4SO(=NTf)NHSO2-C6H4-4-Cl,,MeCN,CC#N,4.03,DCE_2011_pKa_Table_MeCN.pdf,-,-
459,459,name,"2,4-(NO2)2-C6H3SO3H",no matches,MeCN,CC#N,3.99,DCE_2011_pKa_Table_MeCN.pdf,-,-
460,460,name,"2,3,5-tricyanocyclopentadiene",N#CC1C=C(C#N)C(=C1)C#N,MeCN,CC#N,3.68,DCE_2011_pKa_Table_MeCN.pdf,"1,3-Cyclopentadiene-2,3,5-tricarbonitrile","cyclopenta-2,5-diene-1,2,4-tricarbonitrile"
461,461,name,4-Cl-C6H4-SO(=NTf)NH-SO2C6H4-4-NO2,[NH-][S](=O)(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,MeCN,CC#N,3.33,DCE_2011_pKa_Table_MeCN.pdf,-,-
462,462,name,HI,I,MeCN,CC#N,2.8,DCE_2011_pKa_Table_MeCN.pdf,20461-54-5,iodide
463,463,name,9-COOMe-fluorene,no matches,MeCN,CC#N,23.53,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
464,464,name,(4-Me-C6F4)2CHCN,no matches,MeCN,CC#N,22.8,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
465,465,name,(4-Me-C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,21.94,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
466,466,name,9-CN-fluorene,no matches,MeCN,CC#N,21.36,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
467,467,name,(4-H-C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,21.11,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
468,468,name,(4-Cl-C6F4)(C6F5)CHCN,no matches,MeCN,CC#N,20.36,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
469,469,name,(2-C10F7)(C6F5)CHCN,no matches,MeCN,CC#N,20.08,a_unified_view_to_bronsted_acidity_scales.pdf,-,-
470,470,name,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,MeCN,CC#N,18.88,a_unified_view_to_bronsted_acidity_scales.pdf,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene"
