,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all),Acid type,Solvent name
2706,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,O,0,0,3.35,[3.35],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2707,COc1ncc(-c2ccc([NH+](C)C)cc2)cn1,O,0,0,4.31,[4.31],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2708,C[Si](C)(C)C[NH3+],O,0,0,10.96,[10.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2709,C[N+](C)(C)c1ccc(CCC(=O)O)cc1,O,0,0,4.22,[4.22],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2710,COc1cc([NH3+])cc(OC)c1,O,0,0,3.82,[3.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2711,Cc1ccc([N+](=O)[O-])c([NH3+])c1,O,0,0,-0.09,[-0.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2712,CNc1nc(Cl)cc[nH+]1,O,0,0,2.59,[2.59],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2713,C1CSCC[NH2+]1,O,0,0,9,[9.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2714,C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,O,0,0,10.3,[10.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2715,[NH3+]C1CC1,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2716,C[NH+](C)CC[NH+](C)C,O,0,0,5.7,[5.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2717,c1cc[nH+]nc1,C1CCOC1,-,pyridazin-1-ium,3.7,[3.7],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2718,O=C([O-])[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)[NH2+]1,O,0,0,8,[8.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2719,C[NH+](C)c1cccc([N+](=O)[O-])c1,O,0,0,2.626,[2.626],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2720,C[NH+]1CCCC(=O)CCC1,O,0,0,8.75,[8.75],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2721,c1ccc([NH2+]c2ccccc2)cc1,CS(=O)C,61236-17-7,diphenylazanium,-1.1,[-1.1],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2722,CCCCS,O,0,0,10.66,[10.66],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
2723,O=Cc1ccncc1O,O,0,0,6.77,[6.77],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2724,Oc1c(Cl)cc(Br)cc1Cl,O,0,0,6.21,[6.21],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2725,C[NH2+]CCO,O,0,0,9.88,[9.88],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2726,C[N+](C)(C)CCc1cccc(O)c1,O,0,0,9.43,[9.43],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2727,CCS,O,0,0,10.61,[10.61],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
2728,Oc1ccc2cncnc2c1,O,0,0,7.39,[7.39],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2729,Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,O,0,0,5,[5.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
2730,NS(=O)(=O)c1ccccc1,O,98-10-2,benzenesulfonamide,10.1,[10.1],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,water
2731,O=C([O-])[C@H](c1ccccc1)[NH+]1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2732,O=C(O)COc1cccc([N+](=O)[O-])c1,O,0,0,2.95,[2.95],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2733,COc1cccc(N)[nH+]1,O,0,0,4.64,[4.64],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2734,CCCC[NH+](CCCC)CCCC,C1CCOC1,-,tributylazanium,12.7,[12.7],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2735,O=[N+]([O-])c1ccc([NH2+][C@H]2CCc3ccccc32)cc1,O,0,0,-1.13,[-1.13],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2736,CCCSc1ccc2[nH+]c(NC(=O)OC)[nH]c2c1,O,0,0,5.88,"[5.88, 5.88]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2737,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCC[NH2+]CCCO)ccc1Cl,O,0,0,9.5,[9.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2738,N#CC(C#N)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,CS(=O)C,55852-24-9,"2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]propanedinitrile",1.7,[1.7],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DMSO
2739,O=C(O)CCc1ccccc1[N+](=O)[O-],O,0,0,4.504,[4.504],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2740,O=C(NS(=O)(=O)C(F)(F)F)c1ccc(Cl)cc1,CC#N,39062-99-2,4-chloro-N-(trifluoromethylsulfonyl)benzamide,10.36,[10.36],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,acetonitrile
2741,C[NH+](C)CCc1ccc(O)cc1,O,0,0,9.78,[9.78],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2742,CCOP(=O)(OCC)c1ccc(C(=O)O)cc1,O,0,0,3.6,[3.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2743,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,O,0,0,3.96,[3.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2744,O=C(O)c1ncc(-c2ccccc2)o1,O,0,0,1.78,[1.78],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2745,O=C(O)/C=C/c1cccc(O)c1,O,0,0,4.396,[4.396],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2746,CC[NH3+],C1CCOC1,16999-99-8,ethylazanium,13.5,[13.5],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2747,Cc1ccccc1[C@@H](O)C[NH2+]C(C)C,O,0,0,9.01,[9.01],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2748,CC(C)(C)c1ccc(CC(=O)O)cc1,O,0,0,4.42,[4.42],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2749,c1ccc(CSc2nc3ccccc3[nH]2)[nH+]c1,O,0,0,4.4,[4.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2750,N#CC(C#N)c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,CC#N,1018330-44-3,"2-[2,3,4,5,6-pentakis(trifluoromethyl)phenyl]propanedinitrile",8.86,"[8.86, 8.86, 8.86, 8.86]","[ Kutt et al., J. Org. Chem., 2011, 76, 391-395., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",C-H acid,acetonitrile
2751,Cc1cc(Br)c([NH3+])c(Br)c1,O,0,0,0.69,[0.69],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2752,Nc1cccc2cccc([NH3+])c12,C1CCOC1,-,(8-aminonaphthalen-1-yl)azanium,5.4,[5.4],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2753,[NH3+]c1ccc([N+](=O)[O-])c2ccccc12,O,0,0,0.54,[0.54],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2754,CC[NH+](CC)CC,C1CCOC1,17440-81-2,triethylazanium,12.5,"[12.5, 12.5]","[Kutt et al., Tetrahedron Lett., 2018., Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2755,Oc1ccc([C@@H](O)C[NH2+]c2ccccc2)cc1O,O,0,0,8.85,[8.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2756,O=[N+]([O-])c1ccc(-c2cnc(O)nc2)cc1,O,0,0,8.17,[8.17],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
2757,Oc1ccncc1,O,0,0,11.12,[11.12],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2758,C1=C(C2CCCCC2)[NH2+]CC1,O,0,0,7.91,[7.91],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2759,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC[NH2+]CC2)ccc1Cl,O,0,0,8.85,[8.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2760,CCCCc1ccc([C@@H](O)C(=O)O)cc1,O,0,0,3.58,[3.58],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2761,O=C(O)c1c(O)cccc1O,O,0,0,1.1,[1.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2762,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)nc(F)c1F,C(CCl)Cl,64934-72-1,"2,2-bis(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",47.3,[47.3],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
2763,COc1ccccc1C[NH3+],O,0,0,9.7,[9.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2764,N#Cc1cccc([NH3+])c1,O,0,0,2.748,[2.748],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2765,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CS(=O)C,87-86-5,"2,3,4,5,6-pentachlorophenol",7.18,[7.18],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,DMSO
2766,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O,0,0,5.8,[5.8],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2767,C[N+](C)(C)c1cccc(O)c1,O,0,0,8.06,[8.06],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2768,Cc1cc[nH+]c(N)c1N,O,0,0,7.2,[7.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2769,CC(=O)NCCS,O,0,0,9.92,[9.92],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
2770,C[NH+](C)c1ccc(C(F)(F)F)cc1,O,0,0,2.67,[2.67],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2771,CSc1ccc([NH3+])cc1,O,0,0,4.35,[4.35],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2772,COc1ccc(CC[NH+]2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,O,0,0,9.62,[9.62],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2773,CC(C)Oc1ccc(C(=O)O)cc1,O,0,0,4.68,[4.68],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2774,c1cc(C[NH+]2CCCC2)ccn1,O,0,0,8.16,[8.16],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2775,CC(C)c1c(Br)cc(Br)c(=O)c(O)c1Br,O,0,0,6,[6.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2776,c1ccc2nc(-c3ccc4ccccc4[nH+]3)ccc2c1,CC#N,,,11.28,"[11.28, 11.28]","[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489., Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
2777,c1ccc(C[NH2+]C(CC2CCCCC2)CC2CCCCC2)cc1,O,0,0,7.7,[7.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2778,O=S(=O)(O)CCS,O,0,0,9.2,[9.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",sulfonic acid,water
2779,C[C@H]([NH3+])c1ccc(Br)cc1,O,0,0,8.95,[8.95],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2780,C=CC(C)(C)[NH2+]C(C)(C)C=C,O,0,0,10.1,[10.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2781,CC(C)[NH2+]C[C@H](O)c1ccc(C(F)(F)F)cc1,O,0,0,9.34,[9.34],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2782,O=C(O)c1ccc(C(=O)O)cc1,CC#N,100-21-0,terephthalic acid,19.7,[19.7],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
2783,CC(C)[NH2+]CC(=O)c1ccc(O)cc1,O,0,0,7.53,[7.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2784,CC(=O)OO,O,0,0,8.2,[8.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",acidic hydroxyl,water
2785,OCC(F)(F)F,O,0,0,12.8,[12.8],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
2786,CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CS(=O)C,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,21.15,[21.15],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",amine,DMSO
2787,COc1cccc(CCC(=O)O)c1,O,0,0,4.65,[4.65],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2788,Cc1ccc(OP(=O)(O)Oc2ccc(C)cc2)cc1,O,0,0,0.4,[0.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phosphoric acid,water
2789,c1ccc2n[nH+]ccc2c1,O,,cinnolin-2-ium,2.29,[2.29],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,water
2790,O=C(CCCC(O)=O)O,O,0,0,5.41,[5.41],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2791,O=C(O)CCc1ccc(Cl)cc1,O,0,0,4.61,[4.61],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2792,[NH3+]c1ccc(Br)c([N+](=O)[O-])c1,O,0,0,1.8,[1.8],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2793,c1cc[nH+]cc1,C1CCOC1,16969-45-2,pyridin-1-ium,5.5,[5.5],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2794,C[C@@H]1CCCC(C)(C)[N@H+]1C,O,0,0,10.7,[10.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2795,O=C(O)CSCCc1ccccc1,O,0,0,3.79,[3.79],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2796,CC[C@H]1C[N@@H+]2CC[C@H]1C[C@H]2[C@H](O)c1cc[nH+]c2ccc(OC)cc12,O,0,0,4.1,[4.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2797,COC(=O)c1nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O,O,0,0,6.6,[6.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
2798,Cc1c([NH3+])ccc([N+](=O)[O-])c1C,O,0,0,1.96,[1.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2799,COc1cc(C[NH3+])ccc1O,O,0,0,8.94,[8.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2800,C[NH+](C)Cc1ccc(F)cc1,O,0,0,8.94,[8.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2801,C/C(=N\O)C(C)(C)CCC[NH3+],O,0,0,9.14,[9.14],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2802,C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)O,O,0,0,3.1,[3.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2803,CCC[NH+]1CCCCC1,O,0,0,10.5,[10.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2804,CCOC(=O)C(C#N)c1c(F)c(F)c(F)c(F)c1F,O,2340-87-6,"ethyl 2-cyano-2-(2,3,4,5,6-pentafluorophenyl)acetate",5.89,[5.89],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,water
2805,Cc1cc([NH3+])c2ccccc2c1,O,0,0,3.96,[3.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2806,CN(C)CCC[NH+](C)C,CC#N,-,3-(dimethylamino)propyl-dimethylazanium,19.28,[19.28],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
2807,[NH3+]CCCO,O,0,0,9.96,[9.96],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2808,O=C(O)c1cccc([N+](=O)[O-])c1O,O,0,0,1.87,[1.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2809,CCCCCNc1nccc[nH+]1,O,0,0,4.03,[4.03],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2810,C[NH2+]CC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,O,0,0,10.2,[10.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2811,O=C(O)c1c(Br)cccc1[N+](=O)[O-],O,0,0,1.37,[1.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2812,C[C@H]([NH3+])C(=O)[O-],O,0,0,10,[10.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2813,CC[C@@H]1C[N@H+]1CC,O,0,0,8.18,[8.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2814,O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,3,[3.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2815,CCc1ccc(O)c2sc(C)c(C)c12,O,0,0,9.56,[9.56],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2816,C[Si](C)(C)[NH2+][Si](C)(C)C,O,0,0,7.55,[7.55],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2817,CC(C)(C)CO,O,0,0,16.04,[16.04],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
2818,O=C(O)CC(=O)O,CC#N,141-82-2,propanedioic acid,15.3,[15.3],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
2819,CC(=C(C#N)C#N)C(C#N)C#N,C(CCl)Cl,24943-63-3,"2-methylprop-1-ene-1,1,3,3-tetracarbonitrile",36.4,[36.4],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
2820,COc1cccc[nH+]1,CC#N,,2-methoxypyridin-1-ium,9.93,[9.93],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,acetonitrile
2821,Oc1ccc(Br)cc1Br,O,0,0,7.84,[7.84],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2822,C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,O,0,0,9.24,[9.24],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2823,C1CCN2C[C@@H]3C[C@@H](C[N@H+]4CCCC[C@H]34)[C@@H]2C1,O,0,0,12,[12.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2824,CCC[NH2+]CCC,CS(=O)C,-,dipropylazanium,10.3,[10.3],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2825,N#CC(C#N)=C(c1cccc(C(F)(F)F)c1)C(C#N)C#N,C(CCl)Cl,2226486-85-5�,,34.3,[34.3],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
2826,Cc1ccc(CC(=O)O)cc1,O,0,0,4.37,[4.37],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2827,CC[NH+](C)C,CS(=O)C,-,ethyl(dimethyl)azanium,8.5,[8.5],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2828,Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,O,0,0,8.46,[8.46],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
2829,Cc1ccc(C(=[NH2+])c2ccccc2)c(C)c1,O,0,0,6.79,[6.79],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2830,CN(C)P(=N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)NC(C)(C)C)(N(C)C)N(C)C,C1CCOC1,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,33.9,[33.9],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",amine,THF
2831,Cc1c(F)c(F)c([C@@H](C#N)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C(CCl)Cl,52345-34-3,"(R)-2-(perfluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",56.7,[56.7],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,DCE
2832,CC(N[C@@H](C(C)(S)C)C(O)=O)=O,O,0,0,9.9,[9.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2833,[NH3+]c1ccc(F)c([N+](=O)[O-])c1,CC#N,,(4-fluoro-3-nitrophenyl)azanium,7.67,[7.67],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,acetonitrile
2834,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,O,0,0,4.2,[4.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2835,CCC[NH+](CCC)CCC,O,0,0,10.455,"[10.26, 10.65]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,water
2836,C[C@H](Cc1ccccc1)[NH2+]CCC#N,O,0,0,7.23,[7.23],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2837,Cc1ccc(C[NH3+])cc1,O,0,0,9.36,[9.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2838,[NH3+]c1cc(Br)ccc1[N+](=O)[O-],O,0,0,-1.48,[-1.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2839,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,O,0,0,0.7,[0.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2840,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,O,0,0,4.6,[4.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
